,id,random ID,ResponseType,TrialNumber,Response,Group,Condition,Run,Hashtag,Most Similar Segment,Segment Index,Similarity Score,Size
143,4,91363,hashtag,8,japanradiation,1.0,Experimental,1en,japanradiation,The damage caused Japanese authorities quickly implemented a 100-foot exclusion zone.,3,0.4729282855987549,20
144,5,33839,hashtag,8,saveenergy,2.0,Experimental,1en,saveenergy,Resulting energy shortage,5,0.30478793382644653,20
145,6,78472,hashtag,8,helpjapan,3.0,Experimental,1en,helpjapan,Resulting energy shortage,5,0.16942530870437622,20
146,7,46039,hashtag,8,nucleardisaster,4.0,Experimental,1en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
147,8,48321,hashtag,8,earthquake,5.0,Experimental,1en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
148,9,82824,hashtag,8,nucleardisaster,6.0,Experimental,1en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
149,10,90921,hashtag,8,tsunami,3.0,Experimental,1en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,20
150,11,17961,hashtag,8,nucleardisaster,2.0,Experimental,1en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
151,12,89815,hashtag,8,disaster,1.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
152,13,25585,hashtag,8,setsuden,6.0,Experimental,1en,setsuden,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.26709163188934326,20
153,14,71718,hashtag,8,disaster,7.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
154,15,22983,hashtag,8,earthquake,4.0,Experimental,1en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
155,16,56432,hashtag,8,disaster,8.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
156,17,32422,hashtag,8,preventable,8.0,Experimental,1en,preventable,The damage caused Japanese authorities quickly implemented a 100-foot exclusion zone.,3,0.23813070356845856,20
157,18,15306,hashtag,8,californiacoast,5.0,Experimental,1en,californiacoast,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.3146178126335144,20
158,19,22595,hashtag,8,radioactiveleak,9.0,Experimental,1en,radioactiveleak,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.3381968140602112,20
159,0,17013,hashtag,9,tragedy,10.0,Experimental,1en,tragedy,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.25714191794395447,20
160,1,97413,hashtag,9,nuclearleak,2.0,Experimental,1en,nuclearleak,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3555295169353485,20
161,2,56281,hashtag,9,disaster,5.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
162,3,83720,hashtag,9,disaster,10.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
163,4,91363,hashtag,9,japandiaster,1.0,Experimental,1en,japandiaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.32970529794692993,20
164,5,33839,hashtag,9,saveenergy,2.0,Experimental,1en,saveenergy,Resulting energy shortage,5,0.30478793382644653,20
165,6,78472,hashtag,9,earthquake,1.0,Experimental,1en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
166,7,46039,hashtag,9,pacificocean,3.0,Experimental,1en,pacificocean,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.36406928300857544,20
167,8,48321,hashtag,9,powerplant,4.0,Experimental,1en,powerplant,Resulting energy shortage,5,0.47490641474723816,20
168,9,82824,hashtag,9,exclusionzone,5.0,Experimental,1en,exclusionzone,"The exclusion zone resulted in the displacement of approximately 156,000 people in years to follow.",7,0.424588680267334,20
169,10,90921,hashtag,9,saveelectricity,6.0,Experimental,1en,saveelectricity,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.3841713070869446,20
170,11,17961,hashtag,9,nucleardisaster,7.0,Experimental,1en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
171,12,89815,hashtag,9,disaster,8.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.39380142092704773,20
172,13,25585,hashtag,9,energycrisis,9.0,Experimental,1en,energycrisis,Resulting energy shortage,5,0.4453708529472351,20
173,14,71718,hashtag,9,environment,8.0,Experimental,1en,environment,Resulting energy shortage,5,0.2965530753135681,20
174,15,22983,hashtag,9,disaster,7.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
175,16,56432,hashtag,9,earthquake,9.0,Experimental,1en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
176,17,32422,hashtag,9,devestating,6.0,Experimental,1en,devestating,Resulting energy shortage,5,0.17006200551986694,20
177,18,15306,hashtag,9,earthquake,3.0,Experimental,1en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
178,19,22595,hashtag,9,environmentalimpact ,4.0,Experimental,1en,environmentalimpact ,Resulting energy shortage,5,0.26729488372802734,20
179,0,17013,hashtag,10,disaster,8.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
180,1,97413,hashtag,10,energyconservation,9.0,Experimental,1en,energyconservation,Resulting energy shortage,5,0.41809237003326416,20
181,2,56281,hashtag,10,radioactive,2.0,Experimental,1en,radioactive,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.4552013874053955,20
182,3,83720,hashtag,10,tragedy,10.0,Experimental,1en,tragedy,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.25714191794395447,20
183,4,91363,hashtag,10,japannuclear,6.0,Experimental,1en,japannuclear,The damage caused Japanese authorities quickly implemented a 100-foot exclusion zone.,3,0.36622700095176697,20
184,5,33839,hashtag,10,saveenergy,7.0,Experimental,1en,saveenergy,Resulting energy shortage,5,0.30478793382644653,20
185,6,78472,hashtag,10,disasterfukushima,4.0,Experimental,1en,disasterfukushima,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.6649839878082275,20
186,7,46039,hashtag,10,earthquake,10.0,Experimental,1en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
187,8,48321,hashtag,10,nuclear,9.0,Experimental,1en,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.4157990515232086,20
188,9,82824,hashtag,10,disaster,1.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
189,10,90921,hashtag,10,disaster,2.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
190,11,17961,hashtag,10,nucleardisaster,3.0,Experimental,1en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
191,12,89815,hashtag,10,disaster,4.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
192,13,25585,hashtag,10,radioactive,1.0,Experimental,1en,radioactive,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.4552013874053955,20
193,14,71718,hashtag,10,disaster,5.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
194,15,22983,hashtag,10,nucleardisaster,5.0,Experimental,1en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
195,16,56432,hashtag,10,earthquake,6.0,Experimental,1en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
196,17,32422,hashtag,10,electricity,3.0,Experimental,1en,electricity,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.4756411910057068,20
197,18,15306,hashtag,10,pacificocean,7.0,Experimental,1en,pacificocean,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.36406928300857544,20
198,19,22595,hashtag,10,nuclearsafety,8.0,Experimental,1en,nuclearsafety,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.342299222946167,20
199,0,17013,hashtag,11,globalwarming,10.0,Experimental,1en,globalwarming,Resulting energy shortage,5,0.33683091402053833,20
200,1,97413,hashtag,11,nuclearspill,6.0,Experimental,1en,nuclearspill,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.28197962045669556,20
201,2,56281,hashtag,11,disaster,9.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
202,3,83720,hashtag,11,fukushimadisaster,7.0,Experimental,1en,fukushimadisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.6349172592163086,20
203,4,91363,hashtag,11,earthquakesafety,10.0,Experimental,1en,earthquakesafety,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.3100351095199585,20
204,5,33839,hashtag,11,fukushimadisaster,1.0,Experimental,1en,fukushimadisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.6349172592163086,20
205,6,78472,hashtag,11,radiation,2.0,Experimental,1en,radiation,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.41247648000717163,20
206,7,46039,hashtag,11,poweroutage,3.0,Experimental,1en,poweroutage,Resulting energy shortage,5,0.388082355260849,20
207,8,48321,hashtag,11,californiacoast,1.0,Experimental,1en,californiacoast,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.3146178126335144,20
208,9,82824,hashtag,11,radioactiveisotopes,4.0,Experimental,1en,radioactiveisotopes,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.41561180353164673,20
209,10,90921,hashtag,11,earthquake,5.0,Experimental,1en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
210,11,17961,hashtag,11,nucleardisaster,6.0,Experimental,1en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
211,12,89815,hashtag,11,disaster,2.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
212,13,25585,hashtag,11,tragedy,5.0,Experimental,1en,tragedy,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.25714191794395447,20
213,14,71718,hashtag,11,nucleardisaster,7.0,Experimental,1en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
214,15,22983,hashtag,11,nucleardisaster,4.0,Experimental,1en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
215,16,56432,hashtag,11,earthquake,8.0,Experimental,1en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,20
216,17,32422,hashtag,11,explosion,3.0,Experimental,1en,explosion,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.31276676058769226,20
217,18,15306,hashtag,11,saveenergy,9.0,Experimental,1en,saveenergy,Resulting energy shortage,5,0.30478793382644653,20
218,19,22595,hashtag,11,disasterrecovery,8.0,Experimental,1en,disasterrecovery,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.40150541067123413,20
219,0,17013,hashtag,12,survival,4.0,Experimental,1en,survival,Resulting energy shortage,5,0.25547727942466736,20
220,1,97413,hashtag,12,radioactiveleak,5.0,Experimental,1en,radioactiveleak,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.3381968140602112,20
221,2,56281,hashtag,12,disaster,6.0,Experimental,1en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,20
222,3,83720,hashtag,12,nucleardisaster,7.0,Experimental,1en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,20
